title,artist
Grove St. Party,Grove St. Party
Best Night Of My Life,Best Night Of My Life
You Are,You Are
Love Letter,Love Letter
Fool For You,Fool For You
Not My Daddy,Not My Daddy
10 Seconds,10 Seconds
Ballin,Ballin
Round Of Applause,Round Of Applause
Make It Rain,Make It Rain
When A Woman Loves,When A Woman Loves
"Copy, Paste","Copy, Paste"
Novacane,Novacane
Oh My,Oh My
4evermore,4evermore
Bring It Back,Bring It Back
Pieces Of Me,Pieces Of Me
9 Piece,9 Piece
John,John
One Night Stand,One Night Stand
Lay With You,Lay With You
Life Of The Party,Life Of The Party
Ima Boss,Ima Boss
Loving You No More,Loving You No More
Only Wanna Give It To You,Only Wanna Give It To You
25/8,25/8
Fly,Fly
 Until It's Gone,Until It's Gone
Gone and Never Coming Back,Gone and Never Coming Back
Stay Together,Stay Together
Good Good Night,Good Good Night
No One Gonna Love You,No One Gonna Love You
Words,Words
Emergency,Emergency
Your Love,Your Love
Yes,Yes
If It's Love,If It's Love
Thrift Shop,Thrift Shop
Diamonds,Diamonds
Climax,Climax
Love On Top,Love On Top
Mercy,Mercy
No Lie,No Lie
No Lie,No Lie
Adorn,Adorn
Make Me Proud,Make Me Proud
The Motto,The Motto
Clique,Clique
Birthday Cake,Birthday Cake
Cashin' Out,Cashin' Out
Bag Of Money,Bag Of Money
Turn On The Lights,Turn On The Lights
Girl On Fire,Girl On Fire
Lemme See,Lemme See
Pop That,Pop That
Heart Attack,Heart Attack
Strip,Strip
Swimming Pools (Drank),Swimming Pools (Drank)
Dance (A$$),Dance (A$$)
Nobody's Perfect,Nobody's Perfect
UP!,UP!
Leave You Alone,Leave You Alone
Dive In,Dive In
Put It Down,Put It Down
I Do,I Do
Beez in the Trap,Beez in the Trap
Amen,Amen
2 Reasons,2 Reasons
Another Round,Another Round
Sex Ain't Better Than Love,Sex Ain't Better Than Love
Drank In My Cup,Drank In My Cup
You The Boss,You The Boss
Rack City,Rack City
Bandz A Make Her Dance,Bandz A Make Her Dance
Take It To The Head,Take It To The Head
Mr. Wrong,Mr. Wrong
Magic,Magic
My Life,My Life
Dance For You,Dance For You
Do It Like You,Do It Like You
Can't Get Enough,Can't Get Enough
Thinkin Bout You,Thinkin Bout You
Same Damn Time,Same Damn Time
Enough Of No Love,Enough Of No Love
Ayy Ladies,Ayy Ladies
Faded,Faded
Crew Love,Crew Love
Birthday Song,Birthday Song
Diced Pineapples,Diced Pineapples
Refill,Refill
Touch'N You,Touch'N You
Stay,Stay
Right by My Side,Right by My Side
Ball,Ball
Tonight (Best You Ever Had),Tonight (Best You Ever Had)
Countdown,Countdown
Till I Die,Till I Die
Talk That Talk,Talk That Talk
Wicked Games,Wicked Games
Share My Love,Share My Love
Love And War,Love And War
"Work Hard, Play Hard","Work Hard, Play Hard"
Love After War,Love After War
Gotta Have It,Gotta Have It
Feelin' Single,Feelin' Single
Lately,Lately
Thank You,Thank You
Next Breath,Next Breath
Remember You,Remember You
Sabotage,Sabotage
Why,Why
Just What I Am,Just What I Am
My Homies Still,My Homies Still
HYFR (Hell Yeah F*****g Right),HYFR (Hell Yeah F*****g Right)
I Don't Like,I Don't Like
Don't Mind,Don't Mind
Pray For Me,Pray For Me
Blessed,Blessed
All Tied Up,All Tied Up
My Moment,My Moment
Snap Backs & Tattoos,Snap Backs & Tattoos
It All Belongs To Me,It All Belongs To Me
My Testimony,My Testimony
Stay Schemin,Stay Schemin
Woo,Woo
Celebration,Celebration
Ice,Ice
Beautiful Surprise,Beautiful Surprise
m.A.A.d City,m.A.A.d City
Young & Gettin' It,Young & Gettin' It
You're On My Mind,You're On My Mind
Sweet Love,Sweet Love
Lazy Love,Lazy Love
I Don't Really Care,I Don't Really Care
Let It Go,Let It Go
Take Care,Take Care
Go Get It,Go Get It
Blurred Lines,Blurred Lines
Thrift Shop,Thrift Shop
The Monster,The Monster
Happy,Happy
Can't Hold Us,Can't Hold Us
"Hold On, We're Going Home","Hold On, We're Going Home"
Holy Grail,Holy Grail
Suit & Tie,Suit & Tie
Started From The Bottom,Started From The Bottom
Fuckkin' Problems,Fuckkin' Problems
Berzerk,Berzerk
Rap God,Rap God
Same Love,Same Love
#Beautiful,#Beautiful
Bad,Bad
White Walls,White Walls
Bound 2,Bound 2
Love Me,Love Me
We Own It (Fast & Furious),We Own It (Fast & Furious)
Power Trip,Power Trip
All of Me,All of Me
My Niggaa,My Niggaa
U.O.E.N.O.,U.O.E.N.O.
Lolly,Lolly
Pour It Up,Pour It Up
Body Party,Body Party
Gas Pedal,Gas Pedal
I'm Different,I'm Different
Survival,Survival
Gone,Gone
Love More,Love More
Give It 2 U,Give It 2 U
Crooked Smile,Crooked Smile
No Worries,No Worries
Next To Me,Next To Me
Poetic Justice,Poetic Justice
Take Back The Night,Take Back The Night
Bugatti,Bugatti
It Won't Stop,It Won't Stop
All Gold Everything,All Gold Everything
"Bi**h, Don't Kill My Vibe","Bi**h, Don't Kill My Vibe"
TKO,TKO
No New Friends,No New Friends
Fine China,Fine China
Beware,Beware
Tapout,Tapout
Don't Drop That Thun Thun!,Don't Drop That Thun Thun!
Rich As Fuckk,Rich As Fuckk
Tom Ford,Tom Ford
I Hit It First,I Hit It First
Type Of Way,Type Of Way
The Language,The Language
I Luv This Sh*t,I Luv This Sh*t
Confident,Confident
I'm Out,I'm Out
 Wu-Tang Forever,Wu-Tang Forever
PYD,PYD
Recovery,Recovery
Red Nose,Red Nose
Neva End,Neva End
Loveeeeeee Song,Loveeeeeee Song
Wop,Wop
Get Me Bodied,Get Me Bodied
Thriller,Thriller
Love Sosa,Love Sosa
Furthest Thing,Furthest Thing
Beat It,Beat It
R.I.P.,R.I.P.
Bubble Butt,Bubble Butt
New Slaves,New Slaves
Bad Day,Bad Day
Honest,Honest
Don't Judge Me,Don't Judge Me
Ain't Worried About Nothin,Ain't Worried About Nothin
Feds Watching,Feds Watching
We Still In This Bi**h,We Still In This Bi**h
Dope,Dope
Who Booty,Who Booty
Battle Scars,Battle Scars
High School,High School
Guap,Guap
Black Skinhead,Black Skinhead
Pusher Love Girl,Pusher Love Girl
Molly,Molly
Show Out,Show Out
Work,Work
Too Much,Too Much
How Many Drinks?,How Many Drinks?
Fuck With Me You Know I Got It,Fuck With Me You Know I Got It
Pound Cake/Paris Morton Music 2,Pound Cake/Paris Morton Music 2
Wait For A Minute,Wait For A Minute
Bounce It,Bounce It
Kisses Down Low ,Kisses Down Low
Freaks,Freaks
Wild For The Night,Wild For The Night
Without Me,Without Me
From Time,From Time
V.S.O.P.,V.S.O.P.
Karate Chop (Remix),Karate Chop (Remix)
My Story,My Story
Fancy,Fancy
Happy,Happy
I Don't F**k With You,I Don't F**k With You
Anaconda,Anaconda
Black Widow,Black Widow
All Of Me,All Of Me
Only,Only
Wiggle,Wiggle
Drunk In Love,Drunk In Love
7/11,7/11
Hot Boy,Hot Boy
Talk Dirty,Talk Dirty
Don't Tell 'em,Don't Tell 'em
Loyal,Loyal
Tuesday,Tuesday
Love Never Felt So Good,Love Never Felt So Good
23,23
Lifestyle,Lifestyle
2 On,2 On
Come Get It Bae,Come Get It Bae
New Flame,New Flame
Show Me,Show Me
Believe Me,Believe Me
Pills n Potions,Pills n Potions
Na Na,Na Na
No Mediocre,No Mediocre
0 to 100 / The Catch Up,0 to 100 / The Catch Up
Guts Over Fear,Guts Over Fear
Studio,Studio
Billie Jean,Billie Jean
We Dem Boyz,We Dem Boyz
Beg For It,Beg For It
No Flex Zone,No Flex Zone
Partition,Partition
Paranoid,Paranoid
Thriller,Thriller
Or Nah,Or Nah
Hold You Down,Hold You Down
The Worst,The Worst
Cut Her Off,Cut Her Off
Main Chick,Main Chick
Move That Doh,Move That Doh
Fight Night,Fight Night
Headlights,Headlights
i,i
"Touchin, Lovin","Touchin, Lovin"
About The Money,About The Money
*** Flawless,*** Flawless
XO,XO
Slave To The Rhythm,Slave To The Rhythm
The Man,The Man
Stoner,Stoner
Trophies,Trophies
Work,Work
Who Do You Love?,Who Do You Love?
Up Down (Do This All Day),Up Down (Do This All Day)
I Have Nothing,I Have Nothing
HeadBand,HeadBand
Man Of The Year,Man Of The Year
Good Kisser,Good Kisser
No Love,No Love
You & I (Nobody In The World),You & I (Nobody In The World)
John Doe,John Doe
Bed Of Lies,Bed Of Lies
V. 3005,V. 3005
Part II (On the Run),Part II (On the Run)
Ride,Ride
Handsome And Wealthy,Handsome And Wealthy
Body Language,Body Language
They Don't Know,They Don't Know
24 Hours,24 Hours
You And Your Friends,You And Your Friends
Can't Raise A Man,Can't Raise A Man
Sanctified ,Sanctified
All I Do Is Win,All I Do Is Win
Hookah,Hookah
She Knows,She Knows
Seen It All,Seen It All
You're Mine (Eternal),You're Mine (Eternal)
Foreign,Foreign
Bobby Bi**h,Bobby Bi**h
Made Me,Made Me
Get Her Back,Get Her Back
Wild Life,Wild Life
Worst Behavior,Worst Behavior
I Won,I Won
Feelin' Myself,Feelin' Myself
Shell Shocked,Shell Shocked
The Devil Is A Lie,The Devil Is A Lie
X,X
U Guessed It,U Guessed It
No Role Modelz,No Role Modelz
She Came To Give It To You,She Came To Give It To You
She Twerkin,She Twerkin
Show Da World,Show Da World
Lookin Ass,Lookin Ass
Recognize,Recognize
Detroit vs Everybody,Detroit vs Everybody
2AM.,2AM.
Errrbody,Errrbody
See You Again,See You Again
Hotline Bling,Hotline Bling
Can't Feel My Face,Can't Feel My Face
FourFive Seconds,FourFive Seconds
The Hills,The Hills
Earned It (Fifty Shades Of Grey),Earned It (Fifty Shades Of Grey)
I Don't Mind,I Don't Mind
Trap Queen,Trap Queen
Watch Me (Whip/Nae Nae),Watch Me (Whip/Nae Nae)
G.D.F.R.,G.D.F.R.
No Type,No Type
Nasty Freestyle,Nasty Freestyle
Truffle Butter,Truffle Butter
Post To Be,Post To Be
Somebody,Somebody
My Way,My Way
Bi**h Better Have My Money,Bi**h Better Have My Money
CoCo,CoCo
Downtown,Downtown
She Knows,She Knows
All Day,All Day
Antidote,Antidote
Hit The Quan,Hit The Quan
Ayo,Ayo
Classic Man,Classic Man
Flex (Ooh Ooh Ooh),Flex (Ooh Ooh Ooh)
All Eyes On You,All Eyes On You
Back To Back,Back To Back
WTF (Where They From),WTF (Where They From)
Slow Motion,Slow Motion
Blessings,Blessings
Energy,Energy
Where Ya At,Where Ya At
Feeling Myself,Feeling Myself
Only One,Only One
Throw Sum Mo,Throw Sum Mo
Be Real,Be Real
Try Me,Try Me
Nasty,Nasty
Again,Again
Work It,Work It
Straight Outta Compton,Straight Outta Compton
Commas,Commas
R.I.C.O.,R.I.C.O.
Phenomenal,Phenomenal
Often,Often
Planes,Planes
I Bet,I Bet
This Could Be Us,This Could Be Us
679,679
Conqueror,Conqueror
Get Ur Freak On,Get Ur Freak On
Wet Dreamz,Wet Dreamz
Bet You Can't Do It Like Me,Bet You Can't Do It Like Me
Big Rings,Big Rings
Back Up,Back Up
Prisoner,Prisoner
Thriller,Thriller
Know Yourself,Know Yourself
The Matrimony,The Matrimony
Apparently,Apparently
Legend,Legend
How Many Times,How Many Times
Drink You Away,Drink You Away
Lose Control,Lose Control
No Sleeep,No Sleeep
Diamonds Dancing,Diamonds Dancing
You're So Beautiful,You're So Beautiful
Glory,Glory
Boyz-N-The Hood,Boyz-N-The Hood
Come Get Her,Come Get Her
Right Hand,Right Hand
RGF Island,RGF Island
Comfortable,Comfortable
Liquor,Liquor
10 Bands,10 Bands
Tell Your Friends,Tell Your Friends
King Kunta,King Kunta
The Fix,The Fix
Blase,Blase
LSD,LSD
Charged Up,Charged Up
Digital Dash,Digital Dash
Ride Out,Ride Out
Trouble,Trouble
Soldier,Soldier
Bad For You,Bad For You
Real Life,Real Life
Kings Never Die,Kings Never Die
Alright,Alright
Yoga,Yoga
Scholarships,Scholarships
The Blacker The Berry,The Blacker The Berry
Preach,Preach
F**k Tha Police,F**k Tha Police
3500,3500
Not For Long,Not For Long
The Body,The Body
Coffee,Coffee
No Tellin',No Tellin'
One Dance,One Dance
Work,Work
Starboy,Starboy
Black Beatles,Black Beatles
Panda,Panda
Needed Me,Needed Me
Here,Here
Broccoli,Broccoli
Summer Sixteen,Summer Sixteen
"Me, Myself & I","Me, Myself & I"
Juju On That Beat (TZ Anthem),Juju On That Beat (TZ Anthem)
24K Magic,24K Magic
Too Good,Too Good
In The Night,In The Night
Down In The DM,Down In The DM
2 Phones,2 Phones
Jumpman,Jumpman
Don't Mind,Don't Mind
Sucker For Pain,Sucker For Pain
Purple Rain,Purple Rain
Don't,Don't
For Free,For Free
Luv,Luv
Sorry,Sorry
Pop Style,Pop Style
Deja Vu,Deja Vu
Controlla,Controlla
Ooouuu,Ooouuu
Caroline,Caroline
White Iverson,White Iverson
Oui,Oui
Back To Sleep,Back To Sleep
Used To This,Used To This
When Doves Cry,When Doves Cry
Low Life,Low Life
Hold Up,Hold Up
Formation,Formation
Immortal,Immortal
Exchange,Exchange
Chill Bill,Chill Bill
Party Monster,Party Monster
Sneakin',Sneakin'
Neighbors,Neighbors
All The Way Up,All The Way Up
I Got The Keys,I Got The Keys
No Limit,No Limit
Do You Mind,Do You Mind
Tiimmy Turner,Tiimmy Turner
Say It,Say It
Love Me Now,Love Me Now
 My Boo,My Boo
6 Inch,6 Inch
Cut It,Cut It
Change,Change
Little Red Corvette,Little Red Corvette
X,X
Pick Up The Phone,Pick Up The Phone
Fade,Fade
No Shopping,No Shopping
Sidewalks,Sidewalks
Kiss,Kiss
That Part,That Part
Wicked,Wicked
Gangsta,Gangsta
Famous,Famous
For Whom The Bell Tolls,For Whom The Bell Tolls
Really Really,Really Really
Father Stretch My Hands Pt. 1,Father Stretch My Hands Pt. 1
No Problem,No Problem
Hype,Hype
Reminder,Reminder
Let's Go Crazy,Let's Go Crazy
Ville Mentality,Ville Mentality
Money Longer,Money Longer
Best Friend,Best Friend
Wake Up,Wake Up
Six Feet Under,Six Feet Under
1999,1999
My PYT,My PYT
Uber Everywhere,Uber Everywhere
Don't Hurt Yourself,Don't Hurt Yourself
Still Here,Still Here
4 Your Eyez Only,4 Your Eyez Only
Grammys,Grammys
 One Night,One Night
"She's Mine, Pt. 1","She's Mine, Pt. 1"
Why You Always Hatin?,Why You Always Hatin?
Bake Sale,Bake Sale
Litty,Litty
Pt. 2,Pt. 2
Foldin Clothes,Foldin Clothes
Promise,Promise
Watch Out,Watch Out
Redbone,Redbone
Jimmy Choo,Jimmy Choo
Die For You,Die For You
Childs Play,Childs Play
Come And See Me,Come And See Me
"Wat U Mean (Aye, Aye, Aye)","Wat U Mean (Aye, Aye, Aye)"
Body,Body
That's What I Like,That's What I Like
Wild Thoughts,Wild Thoughts
Rockstar,Rockstar
I'm the One,I'm the One
24K Magic,24K Magic
Humble.,Humble.
Starboy,Starboy
Redbone,Redbone
I Feel It Coming,I Feel It Coming
Unforgettable ,Unforgettable
Location,Location
Passionfruit,Passionfruit
Love On The Brain,Love On The Brain
Feels,Feels
Slide,Slide
Young Dumb & Broke,Young Dumb & Broke
Bodak Yellow,Bodak Yellow
Mask Off,Mask Off
Love Galore,Love Galore
1-800-273-8255,1-800-273-8255
Do Re Mi,Do Re Mi
XO Tour Llif3,XO Tour Llif3
Versace on the Floor,Versace on the Floor
The Weekend,The Weekend
Bad And Boujee,Bad And Boujee
Party,Party
Shining,Shining
iSpy,iSpy
Privacy,Privacy
Party Monster,Party Monster
Losin Control,Losin Control
Reminder,Reminder
Selfish,Selfish
Pills And Automobiles,Pills And Automobiles
Love Me Now,Love Me Now
Questions,Questions
Congratulations,Congratulations
River,River
B.E.D.,B.E.D.
F**k Love,F**k Love
Signs,Signs
Blem,Blem
Sky Walker,Sky Walker
Teenage Fever,Teenage Fever
No Limit,No Limit
Gucci Gang,Gucci Gang
DNA.,DNA.
Tunnel Vision,Tunnel Vision
Do You Mind,Do You Mind
Bank Account,Bank Account
Nobody Else But You,Nobody Else But You
Get It Together,Get It Together
Rake It Up,Rake It Up
Rollin,Rollin
idfc,idfc
Not Nice,Not Nice
Let You Down,Let You Down
I Fall Apart,I Fall Apart
Die For You,Die For You
T-Shirt,T-Shirt
Love.,Love.
MotorSport,MotorSport
Saved,Saved
Loyalty.,Loyalty.
Rolex,Rolex
I Get the Bag,I Get the Bag
Distraction,Distraction
Six Feet Under,Six Feet Under
Black Beatles,Black Beatles
No Fear,No Fear
Portland,Portland
Sidewalks,Sidewalks
Run Me Dry,Run Me Dry
When We,When We
Somethin Tells Me,Somethin Tells Me
Broken Clocks,Broken Clocks
Good Life,Good Life
Gangsta,Gangsta
Magnolia,Magnolia
Slippery,Slippery
Element.,Element.
The Way Life Goes,The Way Life Goes
Drowning,Drowning
Everyday We Lit,Everyday We Lit
No Frauds,No Frauds
Him & I,Him & I
Both,Both
Fuck Love,Fuck Love
Look at Me!,Look at Me!
Walk on Water,Walk on Water
Jocelyn Flores,Jocelyn Flores
Butterfly Effect,Butterfly Effect
Crew,Crew
Roll in Peace,Roll in Peace
Gyalchester,Gyalchester
Fake Love,Fake Love
Gummo,Gummo
Moves,Moves
It's a Vibe,It's a Vibe
Ric Flair Drip,Ric Flair Drip
Finesse,Finesse
God's Plan,God's Plan
Boo'd Up,Boo'd Up
Pray for Me,Pray for Me
All the Stars,All the Stars
Sunflower,Sunflower
I Like It,I Like It
Freaky Friday,Freaky Friday
In My Feelings,In My Feelings
Nice for What,Nice for What
Call Out My Name,Call Out My Name
No Brainer,No Brainer
Psycho,Psycho
Changes,Changes
Sicko Mode,Sicko Mode
Trip,Trip
Medicine,Medicine
Lucid Dreams,Lucid Dreams
Best Part,Best Part
Better Now,Better Now
Sky Walker,Sky Walker
Sad!,Sad!
Don't Matter to Me,Don't Matter to Me
Sativa,Sativa
Focus,Focus
Young Dumb & Broke,Young Dumb & Broke
Get You,Get You
Look Alive,Look Alive
Broken Clocks,Broken Clocks
Pills And Automobiles,Pills And Automobiles
Rich & Sad,Rich & Sad
This Is America,This Is America
Taste,Taste
The Weekend,The Weekend
At The Club,At The Club
Spoil My Night,Spoil My Night
